Invoice Text,Category
lodging charges billed by IHG Hotels Amt INR 39736,Travel
Office Depot invoice for printer paper,Office Supplies
OLA lodging charges Amt INR 39736,Travel
travel expense billed by SpiceJet,Travel
Office Depot - notebooks for corporate account PO#19232,Office Supplies
water utility charges from Airtel,Utilities
ChemStore manufacturing supplies,Inventory
CESC invoice for office electricity usage ref:926762,Utilities
finished goods procurement billed by SteelWorks,Inventory
Microsoft - annual renewal for corporate account ref:926762,Cloud/Software
Salesforce annual renewal PO#19232,Cloud/Software
Local Office Mart whiteboard markers INV-2026-8573,Office Supplies
PAPERMART desk supplies,Office Supplies
meter consumption chg billed by CESC PO#19232,Utilities
ElectroParts invoice for manufacturing supplies,Inventory
Local Office Mart office stationery PO#19232,Office Supplies
PRINTHUB printer toner,Office Supplies
water utility charges from BSNL ref:926762,Utilities
Delhivery invoice for shipping surcharge INV-2026-8573,Logistics
ATLASSIAN saas license ref:926762,Cloud/Software
CESC - broadband inv0ice for corporate account INV-2026-8573,Utilities
Municipal Water inv0ice for internet bill,Utilities
Shadowfax invoice for last mile shipment,Logistics
meter consumption charges billed by Jio Fiber INV-2026-8573,Utilities
water utility chg billed by Airtel INV-2026-8573,Utilities
Airtel invoice for internet bill,Utilities
Local Office Mart - notebooks for corporate account Amt INR 39736,Office Supplies
PackRight - bulk procurement of components for corporate account,Inventory
FedEx invoice for express parcel Amt INR 39736,Logistics
broadband inv0ice billed by Energy Board PO#19232,Utilities
Local Office Mart - whiteboard markers for corporate account ref:926762,Office Supplies
XpressBees inv0ice for shipping surcharge,Logistics
Zoho invoice for developer tools PO#19232,Cloud/Software
water charges from Jio Fiber,Utilities
IndiGo - client meeting travel for corporate account,Travel
Adobe CRM subscription Amt INR 39736,Cloud/Software
Zoho inv0ice for SaaS license,Cloud/Software
SpiceJet airfare for business trip,Travel
telephone charges billed by Vodafone,Utilities
DTDC invoice for air freight,Logistics
metal fasteners from SteelWorks PO#19232,Inventory
AKASA AIR travel expense,Travel
CRM subscription billed by OpenAI INV-2026-8573,Cloud/Software
ATLASSIAN software subscription,Cloud/Software
developer tools from GitHub ref:926762,Cloud/Software
Tata Power electricity bill,Utilities
JIO FIBER water utility charges PO#19232,Utilities
utility surcharge billed by Airtel Amt INR 39736,Utilities
ElectroParts - SKU inventory purchase for corporate account INV-2026-8573,Inventory
office stationery from PaperMart,Office Supplies
MICROSOFT saas license ref:926762,Cloud/Software
staplers billed by Canon Supplies,Office Supplies
MakeMyTrip - client meeting travel for corporate account,Travel
FEDEX freight charges INV-2026-8573,Logistics
gas utility payment billed by Municipal Water Amt INR 39736,Utilities
HP STORE staplers PO#19232,Office Supplies
road transport from UPS ref:926762,Logistics
Jio Fiber invoice for utility surcharge,Utilities
Akasa Air - client meeting travel for corporate account INV-2026-8573,Travel
water utility charges from Vodafone INV-2026-8573,Utilities
Marriott - travel expense for corporate account,Travel
Atlassian API usage chg INV-2026-8573,Cloud/Software
Mega Wholesale inv0ice for raw material purchase ref:926762,Inventory
travel expense from IRCTC Amt INR 39736,Travel
Air India - cab reimbursement for corporate account,Travel
last mile shipment billed by FedEx ref:926762,Logistics
PAPERMART printer toner Amt INR 39736,Office Supplies
LOCAL OFFICE MART office stationery,Office Supplies
UPS - freight charges for corporate account INV-2026-8573,Logistics
Canon Supplies - printer toner for corporate account,Office Supplies
meter consumption charges billed by Municipal Water,Utilities
MUNICIPAL WATER gas utility payment PO#19232,Utilities
water charges from Airtel Amt INR 39736,Utilities
BLUE DART shipping surcharge,Logistics
DELHIVERY air freight PO#19232,Logistics
Delhivery - container movement for corporate account,Logistics
metal fasteners from AgriSupply ref:926762,Inventory
cab reimbursement from IndiGo,Travel
Uber - conference travel for corporate account INV-2026-8573,Travel
industrial inventory billed by Global Traders,Inventory
ATLASSIAN monthly compute usage INV-2026-8573,Cloud/Software
GATI container movement PO#19232,Logistics
INDIGO hotel accommodation,Travel
office stationery billed by HP Store Amt INR 39736,Office Supplies
ElectroParts - raw material purchase for corporate account Amt INR 39736,Inventory
ElectroParts - metal fasteners for corporate account,Inventory
finished goods procurement billed by Mega Wholesale ref:926762,Inventory
monthly compute usage from Salesforce,Cloud/Software
MARRIOTT travel expense,Travel
Jio Fiber water chg,Utilities
monthly compute usage from Atlassian,Cloud/Software
air freight billed by DTDC,Logistics
UPS invoice for last mile shipment,Logistics
hotel accommodation billed by SpiceJet PO#19232,Travel
DHL road transport PO#19232,Logistics
ElectroParts warehouse stock replenishment ref:926762,Inventory
hotel accommodation billed by IndiGo,Travel
conference travel billed by Ola ref:926762,Travel
Municipal Water broadband invoice Amt INR 39736,Utilities
Gati - air freight for corporate account,Logistics
Blue Dart - last mile shipment for corporate account,Logistics
SALESFORCE annual renewal PO#19232,Cloud/Software
Google Cloud - database hosting for corporate account,Cloud/Software
CESC - telephone charges for corporate account Amt INR 39736,Utilities
road transport billed by Blue Dart Amt INR 39736,Logistics
office pens from PaperMart,Office Supplies
bulk procurement of components from Industrial Hub,Inventory
Staples - office pens for corporate account PO#19232,Office Supplies
Vodafone invoice for internet bill,Utilities
UPS - warehouse delivery for corporate account,Logistics
Ola lodging charges INV-2026-8573,Travel
Blue Dart - air freight for corporate account PO#19232,Logistics
ADOBE saas license ref:926762,Cloud/Software
database hosting from AWS,Cloud/Software
SteelWorks - warehouse stock replenishment for corporate account PO#19232,Inventory
warehouse stock replenishment billed by Global Traders ref:926762,Inventory
manufacturing supplies from Global Traders PO#19232,Inventory
IndiGo invoice for hotel accommodation PO#19232,Travel
DTDC cargo handling,Logistics
Salesforce - API usage charges for corporate account,Cloud/Software
AgriSupply invoice for electronic components,Inventory
Vodafone - office electricity usage for corporate account,Utilities
warehouse stock replenishment billed by Global Traders Amt INR 39736,Inventory
CRM subscription from Zoho Amt INR 39736,Cloud/Software
road transport from DTDC,Logistics
MICROSOFT collaboration software Amt INR 39736,Cloud/Software
container movement from Maersk PO#19232,Logistics
SpiceJet lodging charges,Travel
PRINTHUB desk supplies,Office Supplies
INDUSTRIAL HUB finished goods procurement,Inventory
STAPLES office pens,Office Supplies
SPICEJET client meeting travel ref:926762,Travel
IHG Hotels lodging charges,Travel
GitHub invoice for monthly compute usage Amt INR 39736,Cloud/Software
IRCTC invoice for flight ticket INV-2026-8573,Travel
PAPERMART desk supplies PO#19232,Office Supplies
ADOBE annual renewal,Cloud/Software
UPS - container movement for corporate account ref:926762,Logistics
hotel accommodation from MakeMyTrip,Travel
AWS collaboration software,Cloud/Software
CESC - electricity bill for corporate account,Utilities
STAPLES staplers,Office Supplies
IRCTC cab reimbursement ref:926762,Travel
DTDC road transport ref:926762,Logistics
AWS collaboration software Amt INR 39736,Cloud/Software
Vodafone gas utility payment INV-2026-8573,Utilities
water utility charges from BSNL,Utilities
DTDC - container movement for corporate account,Logistics
SPICEJET rail ticket booking ref:926762,Travel
WB Stationers printer paper ref:926762,Office Supplies
finished goods procurement billed by AgriSupply,Inventory
IndiGo - hotel accommodation for corporate account ref:926762,Travel
internet bill billed by CESC PO#19232,Utilities
Industrial Hub - packaging materials for corporate account ref:926762,Inventory
Tata Power invoice for office electricity usage ref:926762,Utilities
Jio Fiber - utility surcharge for corporate account Amt INR 39736,Utilities
broadband inv0ice from Municipal Water PO#19232,Utilities
IRCTC rail ticket booking,Travel
JIO FIBER office electricity usage,Utilities
Shadowfax invoice for warehouse delivery INV-2026-8573,Logistics
HP Store invoice for office pens,Office Supplies
Google Cloud invoice for API usage charges,Cloud/Software
developer tools billed by Salesforce ref:926762,Cloud/Software
rail ticket booking from IndiGo PO#19232,Travel
road transport from DHL,Logistics
Local Office Mart invoice for office pens,Office Supplies
Adobe invoice for API usage charges INV-2026-8573,Cloud/Software
MakeMyTrip invoice for lodging charges INV-2026-8573,Travel
cargo handling billed by Blue Dart,Logistics
client meeting travel billed by Ola PO#19232,Travel
air freight from FedEx Amt INR 39736,Logistics
Municipal Water water charges,Utilities
gas utility payment from Vodafone PO#19232,Utilities
ChemStore invoice for manufacturing supplies,Inventory
warehouse delivery from Blue Dart Amt INR 39736,Logistics
Energy Board invoice for office electricity usage ref:926762,Utilities
HP Store printer toner Amt INR 39736,Office Supplies
whiteboard markers billed by WB Stationers PO#19232,Office Supplies
office stationery billed by HP Store PO#19232,Office Supplies
CESC inv0ice for gas utility payment PO#19232,Utilities
SteelWorks metal fasteners Amt INR 39736,Inventory
ENERGY BOARD broadband invoice,Utilities
GATI express parcel Amt INR 39736,Logistics
IHG Hotels - cab reimbursement for corporate account INV-2026-8573,Travel
DHL invoice for shipping surcharge PO#19232,Logistics
bulk procurement of components billed by AgriSupply,Inventory
Oracle invoice for developer tools Amt INR 39736,Cloud/Software
client meeting travel from Akasa Air,Travel
raw material purchase from ElectroParts ref:926762,Inventory
Oracle invoice for collaboration software Amt INR 39736,Cloud/Software
staplers billed by Office Depot,Office Supplies
cloud hosting billed by Microsoft INV-2026-8573,Cloud/Software
API usage charges from Salesforce ref:926762,Cloud/Software
PaperMart printer toner ref:926762,Office Supplies
metal fasteners from ChemStore Amt INR 39736,Inventory
SaaS license billed by Zoho,Cloud/Software
JIO FIBER water charges PO#19232,Utilities
Vodafone - water charges for corporate account,Utilities
Uber rail ticket booking,Travel
Airtel gas utility payment,Utilities
PrintHub invoice for printer toner INV-2026-8573,Office Supplies
OLA airport transfer PO#19232,Travel
BLUE DART shipping surcharge,Logistics
UPS - cargo handling for corporate account,Logistics
developer tools billed by OpenAI,Cloud/Software
electricity bill from Tata Power ref:926762,Utilities
cab reimbursement from IHG Hotels Amt INR 39736,Travel
cloud hosting from Adobe PO#19232,Cloud/Software
AWS monthly compute usage ref:926762,Cloud/Software
Salesforce invoice for CRM subscription PO#19232,Cloud/Software
collaboration software from Zoho,Cloud/Software
SaaS license from Google Cloud INV-2026-8573,Cloud/Software
OpenAI invoice for CRM subscription Amt INR 39736,Cloud/Software
ElectroParts finished goods procurement,Inventory
Tata Power - meter consumption charges for corporate account,Utilities
Airtel utility surcharge Amt INR 39736,Utilities
packaging materials from Industrial Hub,Inventory
Maersk - road transport for corporate account PO#19232,Logistics
Energy Board invoice for broadband invoice,Utilities
CRM subscription from Microsoft,Cloud/Software
ChemStore SKU inventory purchase ref:926762,Inventory
FEDEX last mile shipment INV-2026-8573,Logistics
DHL express parcel INV-2026-8573,Logistics
whiteboard markers billed by PrintHub ref:926762,Office Supplies
Canon Supplies invoice for printer paper,Office Supplies
OFFICE DEPOT office pens ref:926762,Office Supplies
Industrial Hub inv0ice for metal fasteners Amt INR 39736,Inventory
IRCTC invoice for airfare for business trip,Travel
lodging charges billed by IndiGo INV-2026-8573,Travel
AGRISUPPLY packaging materials Amt INR 39736,Inventory
container movement from Gati,Logistics
Global Traders invoice for manufacturing supplies,Inventory
electricity bill billed by Jio Fiber ref:926762,Utilities
PrintHub - printer paper for corporate account ref:926762,Office Supplies
Shadowfax invoice for road transport,Logistics
ChemStore raw material purchase INV-2026-8573,Inventory
Delhivery road transport ref:926762,Logistics
meter consumption charges from Tata Power INV-2026-8573,Utilities
IRCTC rail ticket booking,Travel
IHG Hotels invoice for flight ticket INV-2026-8573,Travel
last mile shipment from FedEx PO#19232,Logistics
DTDC express parcel,Logistics
staplers from Local Office Mart Amt INR 39736,Office Supplies
Uber - travel expense for corporate account PO#19232,Travel
Vodafone telephone chg ref:926762,Utilities
internet bill billed by CESC ref:926762,Utilities
client meeting travel billed by Ola,Travel
Delhivery invoice for last mile shipment INV-2026-8573,Logistics
cloud hosting from AWS,Cloud/Software
XpressBees invoice for road transport,Logistics
SKU inventory purchase billed by SteelWorks ref:926762,Inventory
SPICEJET flight ticket,Travel
Industrial Hub warehouse stock replenishment,Inventory
OpenAI invoice for collaboration software ref:926762,Cloud/Software
Mega Wholesale - electronic components for corporate account,Inventory
IHG Hotels - flight ticket for corporate account PO#19232,Travel
Local Office Mart whiteboard markers,Office Supplies
PaperMart - staplers for corporate account,Office Supplies
Gati freight charges ref:926762,Logistics
Marriott invoice for flight ticket ref:926762,Travel
Marriott - airfare for business trip for corporate account ref:926762,Travel
Airtel invoice for utility surcharge,Utilities
DHL air freight PO#19232,Logistics
ATLASSIAN saas license,Cloud/Software
PACKRIGHT packaging materials INV-2026-8573,Inventory
travel expense from IndiGo,Travel
MEGA WHOLESALE raw material purchase ref:926762,Inventory
PackRight - warehouse stock replenishment for corporate account,Inventory
Global Traders invoice for bulk procurement of components PO#19232,Inventory
Uber rail ticket booking Amt INR 39736,Travel
Tata Power invoice for meter consumption charges PO#19232,Utilities
utility surcharge billed by Energy Board Amt INR 39736,Utilities
Jio Fiber invoice for office electricity usage,Utilities
office electricity usage from Jio Fiber INV-2026-8573,Utilities
printer paper billed by Office Depot INV-2026-8573,Office Supplies
cab reimbursement billed by IHG Hotels INV-2026-8573,Travel
finished goods procurement billed by AgriSupply INV-2026-8573,Inventory
CANON SUPPLIES notebooks PO#19232,Office Supplies
airport transfer from Uber PO#19232,Travel
airfare for business trip from Akasa Air,Travel
desk supplies billed by Canon Supplies ref:926762,Office Supplies
Microsoft invoice for monthly compute usage,Cloud/Software
IRCTC client meeting travel ref:926762,Travel
Google Cloud - CRM subscription for corporate account PO#19232,Cloud/Software
GLOBAL TRADERS electronic components,Inventory
PackRight invoice for manufacturing supplies,Inventory
CANON SUPPLIES printer toner,Office Supplies
ChemStore - warehouse stock replenishment for corporate account Amt INR 39736,Inventory
telephone charges billed by BSNL,Utilities
staplers billed by PrintHub Amt INR 39736,Office Supplies
printer toner billed by HP Store,Office Supplies
JIO FIBER telephone chg PO#19232,Utilities
Uber rail ticket booking,Travel
Municipal Water gas utility payment ref:926762,Utilities
FedEx express parcel,Logistics
printer paper from PrintHub,Office Supplies
PaperMart invoice for whiteboard markers,Office Supplies
Delhivery invoice for courier charges,Logistics
Air India invoice for airfare for business trip Amt INR 39736,Travel
whiteboard markers billed by PaperMart ref:926762,Office Supplies
SteelWorks industrial inventory,Inventory
meter consumption chg from Energy Board ref:926762,Utilities
Akasa Air invoice for lodging charges PO#19232,Travel
Industrial Hub warehouse stock replenishment ref:926762,Inventory
Gati container movement Amt INR 39736,Logistics
Office Depot invoice for printer paper,Office Supplies
electronic components billed by Mega Wholesale,Inventory
IRCTC invoice for cab reimbursement INV-2026-8573,Travel
Airtel - broadband invoice for corporate account,Utilities
Tata Power office electricity usage PO#19232,Utilities
Tata Power invoice for electricity bill,Utilities
lodging chg from Akasa Air Amt INR 39736,Travel
Vodafone - electricity bill for corporate account ref:926762,Utilities
Jio Fiber invoice for gas utility payment ref:926762,Utilities
PaperMart staplers Amt INR 39736,Office Supplies
HP Store invoice for whiteboard markers,Office Supplies
CESC meter consumption charges,Utilities
Delhivery invoice for warehouse delivery,Logistics
Atlassian SaaS license PO#19232,Cloud/Software
SKU inventory purchase billed by Mega Wholesale PO#19232,Inventory
AGRISUPPLY finished goods procurement,Inventory
flight ticket billed by Marriott Amt INR 39736,Travel
IndiGo - rail ticket booking for corporate account Amt INR 39736,Travel
monthly compute usage billed by GitHub PO#19232,Cloud/Software
broadband invoice from BSNL,Utilities
travel expense billed by IHG Hotels Amt INR 39736,Travel
WB Stationers invoice for printer cartridges INV-2026-8573,Office Supplies
folders and binders from PaperMart Amt INR 39736,Office Supplies
SteelWorks raw material purchase Amt INR 39736,Inventory
CESC invoice for electricity bill,Utilities
Mega Wholesale - warehouse stock replenishment for corporate account,Inventory
GLOBAL TRADERS metal fasteners Amt INR 39736,Inventory
last mile shipment billed by Blue Dart INV-2026-8573,Logistics
ELECTROPARTS industrial inventory Amt INR 39736,Inventory
database hosting from Google Cloud PO#19232,Cloud/Software
DELHIVERY container movement,Logistics
office pens billed by Canon Supplies,Office Supplies
Airtel invoice for telephone charges INV-2026-8573,Utilities
Global Traders invoice for manufacturing supplies ref:926762,Inventory
OFFICE DEPOT staplers Amt INR 39736,Office Supplies
GOOGLE CLOUD annual renewal Amt INR 39736,Cloud/Software
cloud hosting from Zoho,Cloud/Software
packaging materials from Global Traders,Inventory
database hosting billed by Zoho Amt INR 39736,Cloud/Software
Industrial Hub invoice for manufacturing supplies,Inventory
Uber - conference travel for corporate account,Travel
IHG Hotels - airfare for business trip for corporate account PO#19232,Travel
Local Office Mart invoice for printer cartridges,Office Supplies
developer tools billed by Adobe,Cloud/Software
warehouse delivery from Gati Amt INR 39736,Logistics
MEGA WHOLESALE finished goods procurement Amt INR 39736,Inventory
PrintHub notebooks,Office Supplies
DHL - container movement for corporate account INV-2026-8573,Logistics
rail ticket booking from Marriott PO#19232,Travel
AWS inv0ice for developer tools Amt INR 39736,Cloud/Software
SpiceJet rail ticket booking INV-2026-8573,Travel
meter consumption chg from Jio Fiber Amt INR 39736,Utilities
AWS cloud hosting ref:926762,Cloud/Software
SteelWorks inv0ice for warehouse stock replenishment,Inventory
IndiGo invoice for flight ticket Amt INR 39736,Travel
WB Stationers invoice for folders and binders ref:926762,Office Supplies
UBER flight ticket,Travel
SKU inventory purchase billed by ElectroParts PO#19232,Inventory
printer toner billed by Staples Amt INR 39736,Office Supplies
Municipal Water invoice for electricity bill,Utilities
PrintHub inv0ice for printer paper PO#19232,Office Supplies
Airtel - meter consumption charges for corporate account PO#19232,Utilities
IHG Hotels inv0ice for hotel accommodation,Travel
CESC - office electricity usage for corporate account ref:926762,Utilities
Staples - printer paper for corporate account Amt INR 39736,Office Supplies
meter consumption charges billed by Jio Fiber INV-2026-8573,Utilities
XpressBees invoice for freight charges INV-2026-8573,Logistics
shipping surcharge billed by Maersk PO#19232,Logistics
water utility charges billed by CESC PO#19232,Utilities
raw material purchase billed by ChemStore Amt INR 39736,Inventory
travel expense from MakeMyTrip INV-2026-8573,Travel
WB Stationers invoice for office stationery,Office Supplies
Zoho - annual renewal for corporate account Amt INR 39736,Cloud/Software
Local Office Mart - notebooks for corporate account ref:926762,Office Supplies
VODAFONE meter consumption chg PO#19232,Utilities
finished goods procurement from SteelWorks Amt INR 39736,Inventory
office stationery billed by Office Depot INV-2026-8573,Office Supplies
Tata Power - internet bill for corporate account Amt INR 39736,Utilities
IHG Hotels invoice for airfare for business trip,Travel
DTDC - warehouse delivery for corporate account Amt INR 39736,Logistics
GitHub cloud hosting ref:926762,Cloud/Software
water chg from CESC,Utilities
Energy Board invoice for gas utility payment ref:926762,Utilities
Blue Dart freight chg PO#19232,Logistics
Microsoft invoice for SaaS license PO#19232,Cloud/Software
folders and binders from Canon Supplies ref:926762,Office Supplies
Gati inv0ice for express parcel INV-2026-8573,Logistics
software subscription billed by OpenAI PO#19232,Cloud/Software
Canon Supplies inv0ice for folders and binders,Office Supplies
freight charges from Shadowfax,Logistics
BSNL internet bill,Utilities
JIO FIBER telephone charges Amt INR 39736,Utilities
Oracle - software subscription for corporate account PO#19232,Cloud/Software
DTDC - courier charges for corporate account Amt INR 39736,Logistics
Global Traders raw material purchase ref:926762,Inventory
collaboration software from GitHub,Cloud/Software
airport transfer billed by Uber ref:926762,Travel
ChemStore invoice for warehouse stock replenishment,Inventory
office stationery from HP Store,Office Supplies
express parcel from UPS,Logistics
DHL - air freight for corporate account PO#19232,Logistics
MAKEMYTRIP cab reimbursement Amt INR 39736,Travel
Airtel - water charges for corporate account PO#19232,Utilities
Akasa Air - airfare for business trip for corporate account Amt INR 39736,Travel
Airtel invoice for water charges PO#19232,Utilities
Gati invoice for air freight,Logistics
WB Stationers office pens Amt INR 39736,Office Supplies
Atlassian API usage charges INV-2026-8573,Cloud/Software
BSNL - telephone charges for corporate account,Utilities
client meeting travel billed by SpiceJet,Travel
Gati - freight charges for corporate account,Logistics
printer cartridges from Office Depot ref:926762,Office Supplies
Delhivery - express parcel for corporate account ref:926762,Logistics
Energy Board - internet bill for corporate account INV-2026-8573,Utilities
WB Stationers staplers,Office Supplies
PAPERMART office pens Amt INR 39736,Office Supplies
collaboration software billed by Oracle PO#19232,Cloud/Software
Atlassian inv0ice for API usage chg Amt INR 39736,Cloud/Software
OFFICE DEPOT notebooks,Office Supplies
Oracle invoice for annual renewal,Cloud/Software
ZOHO crm subscription PO#19232,Cloud/Software
Airtel water charges INV-2026-8573,Utilities
HP Store - notebooks for corporate account PO#19232,Office Supplies
Vodafone - water chg for corporate account ref:926762,Utilities
FedEx - warehouse delivery for corporate account INV-2026-8573,Logistics
IHG Hotels - rail ticket booking for corporate account Amt INR 39736,Travel
Akasa Air - hotel accommodation for corporate account,Travel
database hosting billed by Atlassian,Cloud/Software
API usage charges from Oracle ref:926762,Cloud/Software
raw material purchase billed by ElectroParts,Inventory
container movement billed by UPS PO#19232,Logistics
Shadowfax - express parcel for corporate account Amt INR 39736,Logistics
container movement billed by Maersk INV-2026-8573,Logistics
GOOGLE CLOUD monthly compute usage Amt INR 39736,Cloud/Software
FedEx road transport ref:926762,Logistics
UPS road transport,Logistics
Akasa Air - airport transfer for corporate account,Travel
CHEMSTORE warehouse stock replenishment Amt INR 39736,Inventory
Office Depot folders and binders,Office Supplies
AIRTEL meter consumption charges PO#19232,Utilities
SpiceJet client meeting travel,Travel
ElectroParts invoice for packaging materials INV-2026-8573,Inventory
raw material purchase from Global Traders,Inventory
express parcel billed by DTDC PO#19232,Logistics
Office Depot desk supplies PO#19232,Office Supplies
monthly compute usage from Microsoft,Cloud/Software
DELHIVERY cargo handling ref:926762,Logistics
airfare for business trip billed by Air India INV-2026-8573,Travel
IndiGo - lodging charges for corporate account Amt INR 39736,Travel
DHL - warehouse delivery for corporate account INV-2026-8573,Logistics
GitHub monthly compute usage PO#19232,Cloud/Software
developer tools billed by Atlassian INV-2026-8573,Cloud/Software
OpenAI - software subscription for corporate account,Cloud/Software
staplers billed by Local Office Mart,Office Supplies
conference travel from Marriott INV-2026-8573,Travel
Air India - rail ticket booking for corporate account,Travel
BSNL water utility charges,Utilities
SteelWorks industrial inventory,Inventory
rail ticket booking from IndiGo INV-2026-8573,Travel
staplers billed by PaperMart ref:926762,Office Supplies
monthly compute usage billed by AWS PO#19232,Cloud/Software
DHL courier charges,Logistics
meter consumption charges billed by Vodafone,Utilities
IHG HOTELS client meeting travel,Travel
industrial inventory billed by Global Traders INV-2026-8573,Inventory
MAERSK container movement ref:926762,Logistics
Marriott lodging charges PO#19232,Travel
Industrial Hub invoice for industrial inventory Amt INR 39736,Inventory
Canon Supplies invoice for printer cartridges PO#19232,Office Supplies
Akasa Air - airport transfer for corporate account,Travel
SPICEJET cab reimbursement,Travel
Ola conference travel INV-2026-8573,Travel
Global Traders manufacturing supplies,Inventory
GATI container movement Amt INR 39736,Logistics
Energy Board electricity bill,Utilities
PackRight invoice for warehouse stock replenishment Amt INR 39736,Inventory
rail ticket booking from Ola INV-2026-8573,Travel
software subscription from Google Cloud PO#19232,Cloud/Software
developer tools billed by OpenAI Amt INR 39736,Cloud/Software
Mega Wholesale electronic components PO#19232,Inventory
MakeMyTrip - client meeting travel for corporate account Amt INR 39736,Travel
HP Store office stationery,Office Supplies
express parcel billed by DHL,Logistics
developer tools from Adobe,Cloud/Software
MEGA WHOLESALE raw material purchase,Inventory
BSNL - water charges for corporate account,Utilities
AgriSupply invoice for raw material purchase,Inventory
hotel accommodation from Ola,Travel
office pens from WB Stationers INV-2026-8573,Office Supplies
airfare for business trip billed by Marriott Amt INR 39736,Travel
ChemStore invoice for SKU inventory purchase,Inventory
metal fasteners from Global Traders PO#19232,Inventory
HP Store notebooks,Office Supplies
airport transfer from Ola Amt INR 39736,Travel
STAPLES notebooks,Office Supplies
Municipal Water invoice for internet bill,Utilities
Air India travel expense,Travel
OPENAI cloud hosting,Cloud/Software
IRCTC travel expense ref:926762,Travel
ElectroParts inv0ice for manufacturing supplies,Inventory
Vodafone invoice for internet bill,Utilities
Shadowfax inv0ice for air freight,Logistics
Uber cab reimbursement,Travel
metal fasteners billed by ChemStore,Inventory
Tata Power invoice for internet bill,Utilities
Adobe API usage charges INV-2026-8573,Cloud/Software
Industrial Hub invoice for SKU inventory purchase,Inventory
broadband invoice billed by Vodafone,Utilities
lodging charges from Marriott PO#19232,Travel
SteelWorks - industrial inventory for corporate account PO#19232,Inventory
Vodafone - internet bill for corporate account,Utilities
IHG Hotels hotel accommodation Amt INR 39736,Travel
utility surcharge from CESC PO#19232,Utilities
PrintHub invoice for notebooks,Office Supplies
collaboration software from OpenAI,Cloud/Software
last mile shipment billed by XpressBees,Logistics
JIO FIBER utility surcharge,Utilities
Shadowfax - last mile shipment for corporate account ref:926762,Logistics
Ola invoice for conference travel PO#19232,Travel
PrintHub inv0ice for desk supplies,Office Supplies
SpiceJet airfare for business trip PO#19232,Travel
electronic components from SteelWorks Amt INR 39736,Inventory
AWS - software subscription for corporate account INV-2026-8573,Cloud/Software
water utility charges billed by Jio Fiber,Utilities
gas utility payment billed by Vodafone ref:926762,Utilities
OFFICE DEPOT printer toner,Office Supplies
Gati invoice for air freight PO#19232,Logistics
OpenAI invoice for database hosting Amt INR 39736,Cloud/Software
SpiceJet airport transfer INV-2026-8573,Travel
Marriott rail ticket booking PO#19232,Travel
LOCAL OFFICE MART office stationery ref:926762,Office Supplies
Uber - flight ticket for corporate account Amt INR 39736,Travel
Atlassian - cloud hosting for corporate account INV-2026-8573,Cloud/Software
DTDC road transport ref:926762,Logistics
Salesforce - CRM subscription for corporate account PO#19232,Cloud/Software
Global Traders metal fasteners,Inventory
CESC invoice for internet bill PO#19232,Utilities
ElectroParts invoice for warehouse stock replenishment PO#19232,Inventory
UPS - road transport for corporate account,Logistics
meter consumption chg billed by Airtel Amt INR 39736,Utilities
JIO FIBER gas utility payment PO#19232,Utilities
Airtel invoice for broadband invoice INV-2026-8573,Utilities
monthly compute usage billed by AWS INV-2026-8573,Cloud/Software
MakeMyTrip cab reimbursement,Travel
Uber invoice for airport transfer,Travel
telephone charges from Vodafone,Utilities
AWS - API usage charges for corporate account INV-2026-8573,Cloud/Software
monthly compute usage billed by Adobe PO#19232,Cloud/Software
XpressBees - freight charges for corporate account,Logistics
ChemStore inv0ice for metal fasteners Amt INR 39736,Inventory
Canon Supplies printer cartridges,Office Supplies
gas utility payment billed by Municipal Water ref:926762,Utilities
Staples - whiteboard markers for corporate account INV-2026-8573,Office Supplies
Oracle developer tools,Cloud/Software
developer tools billed by AWS Amt INR 39736,Cloud/Software
container movement billed by UPS,Logistics
freight charges billed by XpressBees,Logistics
DTDC invoice for freight charges,Logistics
AWS invoice for collaboration software INV-2026-8573,Cloud/Software
SpiceJet invoice for hotel accommodation PO#19232,Travel
staplers billed by PaperMart Amt INR 39736,Office Supplies
flight ticket billed by IndiGo,Travel
PackRight inv0ice for bulk procurement of components INV-2026-8573,Inventory
packaging materials billed by ChemStore,Inventory
conference travel from IHG Hotels Amt INR 39736,Travel
Salesforce - API usage charges for corporate account,Cloud/Software
MICROSOFT cloud hosting,Cloud/Software
electronic components from Mega Wholesale,Inventory
travel expense billed by Ola INV-2026-8573,Travel
SKU inventory purchase billed by Industrial Hub,Inventory
UBER cab reimbursement,Travel
Zoho - CRM subscription for corporate account Amt INR 39736,Cloud/Software
Blue Dart - freight charges for corporate account Amt INR 39736,Logistics
courier charges billed by Blue Dart INV-2026-8573,Logistics
ELECTROPARTS industrial inventory ref:926762,Inventory
Local Office Mart folders and binders PO#19232,Office Supplies
PRINTHUB desk supplies PO#19232,Office Supplies
Shadowfax invoice for warehouse delivery Amt INR 39736,Logistics
GitHub database hosting,Cloud/Software
Marriott - hotel accommodation for corporate account Amt INR 39736,Travel
Marriott invoice for conference travel INV-2026-8573,Travel
internet bill from CESC Amt INR 39736,Utilities
DTDC invoice for last mile shipment,Logistics
DELHIVERY container movement,Logistics
industrial inventory from Industrial Hub INV-2026-8573,Inventory
DHL - road transport for corporate account Amt INR 39736,Logistics
MakeMyTrip - client meeting travel for corporate account INV-2026-8573,Travel
